PosX	PosY	PosZ		ForceX	ForceY	ForceZ		ThetaX	ThetaY	ThetaZ		TorqueX	TorqueY	TorqueZ		EstTorqueX	EstTorqueY	EstTorqueZ		ResidTorqueX	ResidTorqueY	ResidTorqueZ
2.6	-0.2	0		0	0	60		0.06	-0.56	0		-12	-156	0		-3.51	-80.33	0		-8.49	-75.67	0
2.6	-0.2	0		0	0	80		0.25	-1.62	0		-16	-208	0		-19.57	-230.35	0		3.57	22.35	0
2.6	-0.2	0		0	0	100		0.25	-1.44	0		-20	-260	0		-21.22	-203.06	0		1.22	-56.94	0
2.6	-0.2	0		0	0	120		0.31	-1.38	0		-24	-312	0		-30.24	-192.42	0		6.24	-119.58	0
2.6	-0.2	0		0	0	140		0.56	-2.12	0		-28	-364	0		-57.52	-295.41	0		29.52	-68.59	0
2.6	-0.2	0		0	0	160		0.5	-2.06	-0.12		-32	-416	0		-53.58	-292.69	0		21.58	-123.31	0
2.6	-0.2	0		0	0	180		0.56	-2.06	-0.06		-36	-468	0		-60.07	-288.73	0		24.07	-179.27	0
2.6	-0.2	0		0	0	200		0.81	-3.25	-0.19		-40	-520	0		-87.47	-460.23	0		47.47	-59.77	0
2.6	-0.2	0		0	0	220		0.69	-2.88	-0.12		-44	-572	0		-71.84	-406.32	0		27.84	-165.68	0
2.6	-0.2	0		0	0	240		0.81	-3.31	-1.31		-48	-624	0		-122.78	-512.83	0		74.78	-111.17	0
2.6	-0.2	0		0	0	260		0.81	-3.56	-0.19		-52	-676	0		-84.72	-505.72	0		32.72	-170.28	0
2.6	-0.2	0		0	0	280		0.94	-4.06	-0.06		-56	-728	0		-93.27	-570.57	0		37.27	-157.43	0
2.6	-0.2	0		0	0	300		0.88	-3.88	-0.06		-60	-780	0		-86.45	-544.83	0		26.45	-235.17	0
2.6	-0.2	0		0	0	320		1	-4.94	-0.12		-64	-832	0		-96.02	-698.81	0		32.02	-133.19	0
2.6	-0.2	0		0	0	340		1.19	-4.81	-0.19		-68	-884	0		-124.54	-678.4	0		56.54	-205.6	0
2.6	-0.2	0		0	0	360		1.31	-4.94	-0.19		-72	-936	0		-140.38	-693.5	0		68.38	-242.5	0
2.6	-0.2	0		0	0	380		1.5	-6.12	-0.25		-76	-988	0		-157.32	-864.13	0		81.32	-123.87	0
2.6	-0.2	0		0	0	400		1.25	-5.56	-0.25		-80	-1040	0		-128.39	-788.44	0		48.39	-251.56	0
2.6	-0.2	0		0	0	420		1.31	-5.12	-0.25		-84	-1092	0		-140.72	-723.21	0		56.72	-368.79	0
2.6	-0.2	0		0	0	440		1.69	-7.19	-0.19		-88	-1144	0		-171.38	-1011.74	0		83.38	-132.26	0
2.6	-0.2	0		0	0	460		1.56	-7.06	-0.19		-92	-1196	0		-155.54	-996.63	0		63.54	-199.37	0
2.6	-0.2	0		0	0	480		1.56	-6.88	-0.19		-96	-1248	0		-157.19	-969.34	0		61.19	-278.66	0
2.6	-0.2	0		0	0	500		1.75	-7.81	-0.31		-100	-1300	0		-178.33	-1106	0		78.33	-194	0
2.6	-0.2	0		0	0	520		1.88	-8.06	-0.31		-104	-1352	0		-193.07	-1139.3	0		89.07	-212.7	0
2.6	-0.2	0		0	0	540		2.06	-8.75	-0.38		-108	-1404	0		-214.42	-1237.15	0		106.42	-166.85	0
2.6	-0.2	0		0	0	560		0.06	-8.69	-0.44		-112	-1456	0		54.18	-1279.88	0		-166.18	-176.12	0
2.6	-0.2	0		0	0	580		0.12	-9	-0.25		-116	-1508	0		54.43	-1316.57	0		-170.43	-191.43	0
2.6	-0.2	0		0	0	600		0.12	-9.25	-0.31		-120	-1560	0		54.65	-1355.38	0		-174.65	-204.62	0
2.6	-0.2	0		0	0	620		0.25	-9.75	-1.62		-124	-1612	0		0.28	-1475.82	0		-124.28	-136.18	0
2.6	-0.2	0		0	0	640		0.5	-10.31	-0.69		-128	-1664	0		1.22	-1515.27	0		-129.22	-148.73	0
2.6	-0.2	0		0	0	660		0.5	-10.62	-0.38		-132	-1716	0		13.94	-1548.67	0		-145.94	-167.33	0
2.6	-0.2	0		0	0	680		0.94	-11.94	-1.19		-136	-1768	0		-59.7	-1760.32	0		-76.3	-7.68	0
2.6	-0.2	0		0	0	700		0.44	-10.88	-0.69		-140	-1820	0		14.66	-1598.69	0		-154.66	-221.31	0
2.6	-0.2	0		0	0	720		0.69	-11.81	-1.19		-144	-1872	0		-26.91	-1748.3	0		-117.09	-123.7	0
2.6	-0.2	0		0	0	740		1.19	-13.12	-1.81		-148	-1924	0		-103.04	-1951.16	0		-44.96	27.16	0
2.6	-0.2	0		0	0	760		1.06	-13.06	-0.5		-152	-1976	0		-44.81	-1894.4	0		-107.19	-81.6	0
2.6	-0.2	0		0	0	780		1.06	-13.19	-0.56		-156	-2028	0		-45.7	-1915.01	0		-110.3	-112.99	0
2.6	-0.2	0		0	0	800		1.12	-13.25	-0.5		-160	-2080	0		-51.63	-1920.14	0		-108.37	-159.86	0
2.6	-0.2	0		0	0	820		1.38	-14.44	-2.31		-164	-2132	0		-132.82	-2156.91	0		-31.18	24.91	0
2.6	-0.2	0		0	0	840		1.38	-14.44	-1		-168	-2184	0		-90.99	-2106.15	0		-77.01	-77.85	0
2.6	-0.2	0		0	0	860		1.56	-15.38	-0.62		-172	-2236	0		-96.19	-2223.47	0		-75.81	-12.53	0
2.6	-0.2	0		0	0	880		1.5	-15	-0.75		-176	-2288	0		-95.01	-2175.27	0		-80.99	-112.73	0
2.6	-0.2	0		0	0	900		1.62	-15.56	-0.56		-180	-2340	0		-101.02	-2246.8	0		-78.98	-93.2	0
